"category","file","varnm","label"
"Data Set","Data Set Identifier","school_code","Six-digit identifier created by combining district and school number identifiers. Unique Kentucky number for school."
"Data Set","Data Set Identifier","school_name","The name of the applicable school at the time the School Report Card is created."
"Data Set","Data Set Identifier","school_number","The three-digit code assigned by the Kentucky Department of Education to identify school within district."
"Data Set","Data Set Identifier","school_year","The relevant school year for the data provided."
"Data Set","Data Set Identifier","state_school_id","Nine-digit identifier created by combining county, district, and school numbers. Used for federal reporting."
"Delivery Targets","CCR","actual_score","Actual score refers to the annual result for the state, district or school College and Career Readiness (CCR) percentage rate."
"Delivery Targets","CCR","ccr","The College and Career Readiness (CCR) Delivery targets provide schools and districts with the annual progress needed to meet their CCR Delivery goals. Data in this table refer to the high school graduates’ CCR percentage report and the percentage of students CCR without the bonus points."
"Delivery Targets","CCR","ccr_targets","The College and Career Readiness (CCR) targets are calculated using the same formula as all goals and targets. For example, a school with a 2011-12 baseline score of 34% would have a five-year goal of 67%. The difference between the school’s baseline and five-year goal (67-34=33) is then divided by 5 (33/5=6.6) to give the incremental gains needed to meet the five-year delivery goal. This increase is added to the baseline score and also to subsequent years to create the annual delivery targets."
"Delivery Targets","CCR","delivery_target","The Kentucky Department of Education establishes yearly targets and five-year goals for increasing performance expectations by subject area at the school, district, and state levels."
"Delivery Targets","CCR","level","Level describes whether the data being displayed are for the elementary, middle or high school level and students' demographic information."
"Delivery Targets","CCR","met_target","Met Target is a yes or no field. If the state, district or school's actual score for College and Career Readiness (CCR) is at or above the CCR target, the result will be yes. If the score for CCR is below the CCR target, the result will be no."
"Delivery Targets","CCR","target_type","Target type describes whether the data displayed are for the Delivery target, actual score or met target."
"Delivery Targets","Delivery Targets","ccr_targets","State-level delivery goals represent five-year projections of performance and/or graduation expectations from a baseline year out to year five, depending on the strategic priority. State-level targets are calculated as follows: Baseline % - 5 year % = annual target. School and district goals and targets are calculated using the same formula."
"Delivery Targets","Delivery Targets","calculation_of_delivery_goals_and_targets","State-level delivery goals represent five-year projections of performance and/or graduation expectations from a baseline year out to year five, depending on the strategic priority. State-level targets are calculated as follows: Baseline % - 5 year % = annual target. School and district goals and targets are calculated using the same formula."
"Delivery Targets","Delivery Targets","school_trend_data","The school trend data provide a snapshot of performance relative to annual targets."
"Delivery Targets","Graduation Rate","actual_score","Actual score refers to the annual result for the state, district or school graduation rate."
"Delivery Targets","Graduation Rate","delivery_target","The state-level graduation rate goal is to increase the percentage of students who graduate within four years from 86% in 2012-13 to 89.2% in 2014-15. The annual target needed to meet this goal is 1.3%."
"Delivery Targets","Graduation Rate","graduation_rate","The graduation rate Delivery targets provide schools and districts with the annual progress needed to meet their graduation rate Delivery goals. Data in this table refer to the four- and five-year adjusted cohort graduation rate report."
"Delivery Targets","Graduation Rate","level","Level describes whether the data being displayed are for the elementary, middle or high school level and students' demographic information."
"Delivery Targets","Graduation Rate","met_target","Met Target is a yes or no field. If the state, district or school's actual  score for graduation rate is at or above the graduation rate target, the result will be yes. If the score for graduation rate is below the graduation rate target, the result will be no."
"Delivery Targets","Graduation Rate","target_type","Target type describes whether the data displayed are for the Delivery target, actual score or met target."
"Delivery Targets","K-Screen","actual_score","Actual score refers to the annual result for the state, district or school kindergarten readiness rate."
"Delivery Targets","K-Screen","delivery_target","The K-Screen Delivery target at the state, district and school is the projected annual rate that the state, district or school is aiming to achieve."
"Delivery Targets","K-Screen","kindergarten_readiness","The Kindergarten readiness Delivery targets provide schools and districts with the annual progress needed to meet their 2018-19 Kindergarten readiness Delivery goals. Students are assessed within the first 30 days of the school year.  Data in this table refer to the Kindergarten readiness rate report, which can be  found here:  https://applications.education.ky.gov/SRCSecure/Assessment.aspx"
"Delivery Targets","K-Screen","kindergarten_readiness_targets","The Kindergarten readiness Delivery goal is to increase the percentage of students who are ready for kindergarten from 49.0% in 2013-14 to 74.5% in 2018-19. Students are assessed within the first 30 days of the school year."
"Delivery Targets","K-Screen","level","Level describes whether the data being displayed are for the elementary, middle or high school level and students' demographic information."
"Delivery Targets","K-Screen","met_target","Met Target is a yes or no field. If the state, district or school's actual  score for kindergarten readiness is at or above the kindergarten readiness target, the result will be yes. If the score for  kindergarten readiness is below the kindergarten readiness target, the result will be no."
"Delivery Targets","K-Screen","prior_setting","Prior setting is a description of a student's placement prior to entering kindergarten."
"Delivery Targets","K-Screen","target_type","Target type describes whether the data displayed are for the Delivery target, actual score or met target."
"Delivery Targets","Proficiency/Gap","actual_score","Actual score refers to the annual result for the state, district or school proficiency and/or gap percentage rate."
"Delivery Targets","Proficiency/Gap","delivery_target","The Gap state-level Delivery goal is to increase the average combined reading and math proficiency ratings for all students in the non-duplicated gap group from 33.0% in 2011-12 to 66.5% in 2016-17. The annual target needed to meet this goal is 6.5%."
"Delivery Targets","Proficiency/Gap","level","Level describes whether the data being displayed are for the elementary, middle or high school level and students' demographic information."
"Delivery Targets","Proficiency/Gap","met_target","Met Target is a yes or no field. If the state, district or school's actual  score for proficiency and/or gap rate is at or above the proficiency and/or gap rate target, the result will be yes. If the score for graduation rate is below the proficiency and/or gap rate, the result will be no."
"Delivery Targets","Proficiency/Gap","proficiency","The Proficiency Delivery  targets provide schools and districts with the annual progress needed to meet their 2016-17 Proficiency Delivery goals. The overall Proficiency Delivery targets and goals reflect the percentage of Proficient and Distinguished students for math and reading combined. School-level targets include K-PREP scores for grades 3-5 (elementary), grades 6-8 (middle), or K-PREP End-of-Course for English II and Algebra II (high school). District-level targets reflect combined school-level results (elementary, middle, or high school). Data in this table can be found here: (hyperlink to http://applications.education.ky.gov/SRC/AssessmentByState.aspx)."
"Delivery Targets","Proficiency/Gap","proficiency/closing_the_achievement_gap_(k-12)","The Gap Delivery targets provide schools and districts with the annual progress needed to meet their 2016-17 Achievement Gap delivery proficiency goals. The overall gap targets and goals reflect the percentage of Proficient and Distinguished students for math and reading combined for the non-duplicated gap group. “Non-duplicated gap group” indicates that students who fall into multiple gap categories (i.e., African-American, Hispanic, Native American, students with disabilities, students eligible for free/reduced-price lunches, and limited English proficient) are only counted once. Data in this table are based on the Kentucky Performance Rating for Educational Progress (K-PREP) tests for elementary and middle schools and the End-of-Course assessments for high schools, which can be found here: http://applications.education.ky.gov/SRC/AssessmentByState.aspx)."
"Delivery Targets","Proficiency/Gap","target_type","Target Type describes whether the data displayed are for the Delivery Target, Actual Score or Met Target."
"Delivery Targets","Program Review","actual_score","Actual score refers to the annual result for the state, district or school program reviews which are rated proficient or distinguished."
"Delivery Targets","Program Review","delivery_target","There is one state-level Program Review goal. It is to increase the percentage of proficient programs from 65.4% in 2013-14 to 82.7% in 2018-19. The program reviews that are included in that percentage include: Arts and humanities, practical living/career studies, writing and kindergarten-3rd grade. The number of proficient programs is also displayed."
"Delivery Targets","Program Review","level","Level describes whether the data being displayed are for the number or percent of programs that are Proficient/Distinguished."
"Delivery Targets","Program Review","met_target","Met Target is a yes or no field. If the state, district or school's actual score for Program Review is at or above the Program Review target, the result will be yes. If the score for Program Review is below the proficiency and/or gap rate,  the result will be no."
"Delivery Targets","Program Review","program_review","The Program Review Delivery targets provide schools and districts with the annual progress needed to meet their 2018-19 Program Review delivery goals. School-level targets include Program Review total scores that are calculated using the total score for the Program Review."
"Delivery Targets","Program Review","target_type","Target type describes whether the data displayed are for the Delivery target, actual score or met target."
"Finance","Financial Summary","3-year_change_data","The calculation for 3-Year Change data (beginning with the 2013-14 School Report Card) is the difference between the current school year value and two years prior, divided by the two years prior value."
"Finance","Financial Summary","4%_or_above_adopted_rate","Indicates that a district has levied the 4% tax rate or above."
"Finance","Financial Summary","average_daily_attendance_(ada)_no_adjustments","Average Daily Attendance (ADA) with no adjustments applied is the aggregate days attended by pupils in K-12 divided by the actual number of days the school is in session as reported by the superintendent at close of year via the Superintendent's Annual Attendance Report (SAAR). Full attendance for Kindergarten is included. It is also known as the unadjusted ADA. This value is used in most per-pupil calculations for the Finance Report Card."
"Finance","Financial Summary","average_daily_membership_(adm)","This is the aggregate days membership of pupils divided by the actual number of days school is in session. Per the SAAR Summary Report, it is the aggregate days present plus aggregate days absent divided by the number of days taught."
"Finance","Financial Summary","bonding_capacity_to_revenue_ratio","This is the amount of additional bond indebtedness the district may incur divided by the total revenues. Bonding capacity is reported biannually, indicating the bonding potential available. The data is calculated from the audited annual financial report and the local available revenue report. It is loaded to the Finance Report Card in December of the odd year."
"Finance","Financial Summary","fte_certified_staff","This is the Full Time Equivalent (FTE) of all certified staff from the Professional Staff Data report submission. Certified staff include positions that require EPSB (Education Professional Standards Board) certification. (FTE multiplied by Allocation % for all certified staff within object code 0110 from the Professional Staff Data Report)"
"Finance","Financial Summary","fte_certified_staff_-_teachers","This is the Full Time Equivalent (FTE) of all teachers from the Professional Staff Data report submission.  (FTE multiplied by Allocation percentage for all certified staff in summary class codes 2010, 2025, 2030, 2040, 2050, 2060, 2070, 2080, 2090, 2095, 2096, 2099, 2100, and 2211 within object code 0110 from PSD Report)"
"Finance","Financial Summary","fte_classified_staff","This is the Full Time Equivalent (FTE) of all classified staff from the Classified Staff Data report submission. Classified staff include positions that do not require EPSB certification. (FTE is calculated by multiplying contract days by hours per day divided by the total hours in the school year for all classified staff within object codes 0130 and 0160)"
"Finance","Financial Summary","financial_key_indicators","Financial key Indicators are identified within each of the five sub-tabs of the Finance tab. Each indicator is explicitly defined within the School Report Card Glossary."
"Finance","Financial Summary","financial_summary","This sub-tab is part of the Finance tab of data. It includes 11 financial indicators. All data within this tab have been validated by the district. Orange highlighted data indicates a potential area of concern that a district should monitor closely, such as a decrease over the past three years."
"Finance","Financial Summary","fund_balance","This is the total committed, assigned, and unassigned fund balance in the general fund. (Fund 1; Objects 874X, 875X, 8770)"
"Finance","Financial Summary","fund_balance_percentage","This is the percentage of fund balance to total expenditures in the general and food service funds. (Balance Sheet--Fund 1; Objects 874X, 875X, 8770; AFR Fund 1, 51 and Objects less than 09XX and not 0280 and not project 16M)"
"Finance","Financial Summary","percent_of_salaries_and_benefits_to_total_expenditures","This is the ratio of salary and benefit expenditures in the general fund compared to the district's total expenditures in the general fund. It indicates the percentage of expenditures committed to salaries and benefits. (Salary and benefits in Fund 1 for expenditure objects 01xx and 02xx; total expenditures Fund 1. Values exclude transfers (Object 091x))"
"Finance","Financial Summary","rank_order","Rank order indicates the relative value for a district among 173 districts, from the highest (1) to lowest (173) value for School Report Card year selected. Note that 2011-12 and 2012-13 had 174 districts."
"Finance","Financial Summary","seek_average_daily_attendance_(seek_ada)","Average Daily Attendance (ADA) is the aggregate days attended by pupils in K-12 and divided by the actual number of days the school is in session. The result is  adjusted by the following to obtain the prior school year's adjusted ADA: 1) Five days with lowest attendance; 2) Up to 10 days with low attendance due to weather; 3) Non-contract students; 4) Over under age; 5) Virtual/performance-based Proficient, eligible suspensions and eligible expulsions; 6) Kindergarten attendance adjustment whereby 50% of the full kindergarten attendance days is deducted; and 7) Add in two-thirds of the attendance lost if loss was more than 10% of total. Each year, student growth may be added, therefore the calculation is the Prior School Year's Adjusted ADA plus the Current School Year's Growth. This ADA value is used to calculate the SEEK funding, therefore it is also known as the SEEK ADA or Funded ADA."
"Finance","Revenues and Expenditures","3-year_change_data","The calculation for three-year change data (beginning with the 2013-14 School Report Card) is the difference between the current school year value and two years prior, divided by the two years prior value."
"Finance","Revenues and Expenditures","capital_outlay_and_other_revenue","This is the revenue in all funds for capital outlay and other revenue sources, except agency funds, adult education, community services, and day care.  (Fund 1, 2x, 3x, 400, 51; Revenue Objects 5xxx except 52xx)"
"Finance","Revenues and Expenditures","capital_outlay_and_other_revenue_per_pupil","This is the revenues from capital outlay and other sources divided by the unadjusted ADA.  (Fund 1, 2x, 3x, 400, 51; Revenue Objects 5xxx except 52xx divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","expenditures_on_administration","This is the expenditures for administration (offices of superintendent, principals, and business) only from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; for Functions 23xx, 24xx, 25xx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","expenditures_on_administration_per_pupil","This is the expenditures for administration (offices of superintendent, principals, and business) only from all funds except agency funds, adult education, community services, and day care divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; for Functions 23xx, 24xx, 25xx; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","expenditures_on_capital_outlay_and_debt","This is the expenditures for capital outlay and debt only from all funds except agency funds, adult education, community services, and day care.  (Fund 1, 2x, 3x, 400, 51; for Functions 4xxx, 51xx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","expenditures_on_capital_outlay_and_debt_per_pupil","This is the expenditures for capital outlay and debt only from all funds except agency funds, adult education, community services, and day care divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; for Functions 4xxx, 51xx; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","expenditures_on_enterprise_operations","This is the expenditures for enterprise operations only from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; for Function 3xxx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","expenditures_on_enterprise_operations_per_pupil","This is the expenditures for enterprise operations only from all funds except agency funds, adult education, community services, and day care divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; for Function 3xxx; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","expenditures_on_instruction","This is the expenditures for instruction only from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; for Function 1xxx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","expenditures_on_instruction_per_pupil","This is the expenditures for instruction only from all funds except agency funds, adult education, community services, and day care divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; for Function 1xxx; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","expenditures_on_instructional_staff_support","This is the expenditures for instructional staff support only from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; for Function 22xx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","expenditures_on_instructional_staff_support_per_pupil","This is the expenditures for instructional staff support only from all funds except agency funds, adult education, community services, and day care divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; for Function 22xx; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","expenditures_on_operations_and_maintenance","This is the expenditures for operations and maintenance only from all funds except agency funds, adult education, community service, and day care. (Fund 1, 2x, 3x, 400, 51; for Function 26xx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","expenditures_on_operations_and_maintenance_per_pupil","This is the expenditures for operations and maintenance only from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; for Function 26xx; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","expenditures_on_student_support","This is the expenditures for student support and other from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; for Functions 21xx, 29xx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","expenditures_on_student_support_per_pupil","This is the expenditures for student support and other from all funds except agency funds, adult education, community services, and day care divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; for Functions 21xx, 29xx; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","expenditures_on_transportation","This is the expenditures for transportation only from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; for Function 27xx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","expenditures_on_transportation_per_pupil","This is the expenditures for transportation only from all funds except agency funds, adult education, community services, and day care divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; for Function 27xx; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","federal_revenue","This is the revenue in all funds for federal sources except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; Revenue Objects 4xxx)"
"Finance","Revenues and Expenditures","federal_revenue_per_pupil","This is the federal revenues divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; Revenue Objects 4xxx divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","financial_key_indicators","Financial key Indicators are identified within each of the five sub-tabs of the Finance tab. Each indicator is explicitly defined within the School Report Card Glossary."
"Finance","Revenues and Expenditures","local_revenue","This is the revenue in all funds for local sources except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; Revenue Objects 1xxx)"
"Finance","Revenues and Expenditures","local_revenue_per_pupil","This is the local revenues divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; Revenue Objects 1xxx divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","percent_of_administrative_to_total_expenditures","This is the administrative expenditures (for the offices of superintendent, principals, and business) divided by the total expenditures (all funds except agency funds, adult education, community services, and day care). (Administrative expenditures: Fund 1, 2x, 3x, 400, 51; Function 23xx, 24xx, 25xx, exclude Object 091x divided by Total expenditures: Fund 1, 2x, 3x, 400, 51; Object 01xx - 0998 except Object 091x)"
"Finance","Revenues and Expenditures","rank_order","Rank order indicates the relative value for a district among 173 districts, from the highest (1) to lowest (173) value for School Report Card year selected. Note that 2011-12 & 2012-13 had 174 districts."
"Finance","Revenues and Expenditures","revenues_and_expenditures","This sub-tab is part of the Finance tab of data. It includes 29 financial indicators, broken down by revenues, revenues per pupil, expenditures and expenditures per pupil. All data within this tab have been validated by the district."
"Finance","Revenues and Expenditures","state_revenue","This is the revenue in all funds for state sources except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; Revenue Objects 3xxx)"
"Finance","Revenues and Expenditures","state_revenue_per_pupil","This is the state revenues divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; Revenue Objects 3xxx divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","total_expenditures","This is the total expenditures in all funds except agency funds, adult education, community services, and day care.  (Fund 1, 2x, 3x, 400, 51; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","Revenues and Expenditures","total_expenditures_per_pupil","This is the total expenditures divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; Expenditure Objects 01xx - 0998 except 091x divided by unadjusted ADA)"
"Finance","Revenues and Expenditures","total_revenue","This is the total revenue in all funds for federal, state, and local sources except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; Revenue Objects 1xxx, 3xxx, 4xxx, 5xxx except 52xx)"
"Finance","Revenues and Expenditures","total_revenue_per_pupil","This is the total revenues divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; Revenue Objects 1xxx, 3xxx, 4xxx, 5xxx except 52xx divided by unadjusted ADA)"
"Finance","SEEK","3-year_change_data","The calculation for three-Year change data (beginning with the 2013-14 School Report Card) is the difference between the current school year value and two years prior, divided by the two years prior value."
"Finance","SEEK","actual_transportation_expenditures","This is the expenditures for transportation only from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; for Function 27xx; Expenditure Objects 01xx - 0998 except 091x)"
"Finance","SEEK","building_fund_-_local","This is the building fund monies received from local effort."
"Finance","SEEK","building_fund_-_state","This is the building fund monies received through SEEK funding."
"Finance","SEEK","capital_outlay","This is the SEEK funding restricted  for projects included on the district facility plan or for payment of debt service.  (SEEK ADA multiplied by $100)"
"Finance","SEEK","financial_key_indicators","Financial key indicators are identified within each of the five sub-tabs of the Finance tab. Each indicator is explicitly defined within the School Report Card Glossary."
"Finance","SEEK","net_general_fund_seek","This is the total unrestricted SEEK funding less the restricted capital outlay funding."
"Finance","SEEK","net_general_fund_seek_per_pupil","This is the amount of net general fund SEEK funding received per pupil, based on the SEEK Average Daily Attendance.  It is calculated as the net general fund SEEK divided by SEEK ADA."
"Finance","SEEK","percent_of_actual_transportation_expenditures_funded_by_seek","This is the SEEK funding provided for pupil transportation divided by the actual expenditures for pupil transportation in all funds except agency funds, adult education, community services, and day care.  It is calculated as transportation SEEK funding divided by actual transportation expenditures (Fund 1, 2x, 3x, 400, 51; for Function 27xx; Expenditure Objects 01xx - 0998 except 091x)."
"Finance","SEEK","rank_order","Rank order indicates the relative value for a district among 173 districts, from the highest (1) to lowest (173) value for School Report Card year selected.  Note that 2011-12 and 2012-13 had 174 districts."
"Finance","SEEK","seek","This sub-tab is part of the Finance tab of data.  It includes eight financial indicators. All data within this tab have been validated by the district."
"Finance","SEEK","transportation_seek_funding","This is the SEEK funding provided for pupil transportation."
"Finance","Salaries","3-year_change_data","The calculation for three-year change data (beginning with the 2013-14 School Report Card) is the difference between the current school year value and two years prior, divided by the two years prior value."
"Finance","Salaries","average_principal_salary","This is the average salary for a principal based on the Professional Staff Data report submission. (Sum of principal salaries in object codes 0110, 0111, and 0112  divided by FTE of principals in summary class code 1010 with the FTE limited to object code 0110)"
"Finance","Salaries","average_teacher_salary","This is the average salary for a teacher based on the Professional Staff Data report submission.  (Sum of teacher salaries in object codes 0110, 0111, and 0112 divided by the FTE Certified Staff - Teachers which is FTE multiplied by Allocation percentage for all certified staff in summary class codes 2010, 2025, 2030, 2040, 2050, 2060, 2070, 2080, 2090, 2095, 2096, 2099, 2100, and 2211 within object code 0110 from Professional Staff Data Report)"
"Finance","Salaries","financial_key_indicators","Financial key indicators are identified within each of the five sub-tabs of the Finance tab. Each indicator is explicitly defined within the School Report Card Glossary."
"Finance","Salaries","rank_order","Rank order indicates the relative value for a district among 173 districts, from the highest (1) to lowest (173) value for School Report Card year selected.  Note that 2011-12 & 2012-13 had 174 districts."
"Finance","Salaries","salaries","This sub-tab is part of the Finance tab of data. It includes four financial indicators. All data within this tab have been validated by the district."
"Finance","Salaries","substitute_teacher_expenditures_per_pupil","This is the expenditures for certified substitutes only from all funds except agency funds, adult education, community services, and day care divided by the unadjusted ADA. (Fund 1, 2x, 3x, 400, 51; Object 0120 divided by unadjusted ADA)"
"Finance","Salaries","total_substitute_teacher_expenditures","This is the expenditures for certified substitutes only from all funds except agency funds, adult education, community services, and day care. (Fund 1, 2x, 3x, 400, 51; Object 0120)"
"Finance","Taxes","3-year_change_data","The calculation for three-year change data (beginning with the 2013-14 School Report Card) is the difference between the current school year value and two years prior, divided by the two years prior value."
"Finance","Taxes","30-cent_local_effort","This value is 30 cents per $100 of the district's property assessment."
"Finance","Taxes","assessment","This is the total tangible, real estate, and motor vehicle property assessments."
"Finance","Taxes","assessment_per_pupil","This is the total assessments divided by the SEEK ADA. SEEK ADA (funded ADA) is used for this per pupil calculation because of equalization."
"Finance","Taxes","financial_key_indicators","Financial key indicators are identified within each of the five sub-tabs of the Finance tab. Each indicator is explicitly defined within the School Report Card Glossary."
"Finance","Taxes","levied_equivalent_rate","This value is used to determine eligibility for Tier I and Facilities Support Program of Kentucky equalization. It is a district’s total tax revenue divided by its total assessment, which includes property and motor vehicles."
"Finance","Taxes","rank_order","Rank order indicates the relative value for a district among 173 districts, from the highest (1) to lowest (173) value for School Report Card year selected. Note that 2011-12 & 2012-13 had 174 districts."
"Finance","Taxes","real_estate_tax","This is the actual tax rate adopted for the year for real estate; cents per $100 of assessed value."
"Finance","Taxes","tangible_/_personal_property_tax","This is the actual tax rate adopted for the year for tangible property; cents per $100 of assessed value."
"Finance","Taxes","taxes","This sub-tab is part of the Finance tab of data. It includes six financial indicators. All data within this tab have been validated by the district."
"Learning Environment","Community","community","Section of Report Card which indicates parent and/or community involvement as self-reported by schools."
"Learning Environment","Community","number_of_parents/guardians_serving_on_the_school_council_(sbdm)_or_its_committees","Number of parents/guardians serving on the School-Based Decision Making Council (SBDM) or its committees as reported by the school."
"Learning Environment","Community","number_of_parents/guardians_voting_in_school_council_(sbdm)_elections","Number of parents/guardians voting in School-Based Decision Making Council (SBDM) elections as reported by the school."
"Learning Environment","Community","number_of_students_whose_parent/guardian_had_at_least_one_teacher_conference","Number of students whose parent/guardian had at least one teacher conference as reported by the school."
"Learning Environment","Community","number_of_volunteer_hours","Number of volunteer hours as reported by the school."
"Learning Environment","Community","parent_involvement","Section of Report Card that details parental involvement."
"Learning Environment","Equity","district-level_turnover","An aggregate of the school turnover totals within the district."
"Learning Environment","Equity","overall_effectiveness_-_exemplary/accomplished","% of Effective Educators. Exemplary/Accomplished combined numbers."
"Learning Environment","Equity","overall_effectiveness_of_school_teachers_and_leaders","The percentage of teachers and leaders in a school building that receive an Overall Performance Category rating of Accomplished or Exemplary aggregated to the district and state levels."
"Learning Environment","Equity","overall_growth_-_high/expected","Percentage of educators with high or expected student growth. High/Expected combined numbers."
"Learning Environment","Equity","overall_student_growth_rating_of_teachers_and_leaders","The percentage of teachers and leaders in a school that receive an Overall Student Growth rating of Expected or High aggregated tot he district and state levels. The overall student growth rating is determined by district defined decision rules to combine local and state (if available) contributions."
"Learning Environment","Equity","percentage_of_new_and_kentucky_teacher_internship_program_(ktip)_teachers","Total percent of first year and KTIP teachers in the school, district or state. Includes those teachers who did not teach in KY the previous year and all KTIP teachers."
"Learning Environment","Equity","percentage_of_teacher_turnover","The proportion of teachers that left teaching in a school, district or the state."
"Learning Environment","Equity","school-level_turnover","Teachers who left the classroom within a school, regardless of whether reemployed at the same school (in a non-teaching role), in another district, moved within district, left KY Public School system or retired."
"Learning Environment","Equity","state-level_turnover","An aggregate of the school turnover totals within the state."
"Learning Environment","Equity","working_conditions","Results of three constructs around teacher retention and student achievement. Kentucky uses the Teaching, Empowering, Leading and Learning (TELL) as the survey for working conditions"
"Learning Environment","Equity","working_conditions_-_construct_1","Question that addresses Managing Student Conduct."
"Learning Environment","Equity","working_conditions_-_construct_2","Question that addresses Community Engagement."
"Learning Environment","Equity","working_conditions_-_construct_3","Question that addresses School Leadership."
"Learning Environment","Equity","working_conditions_-_strongly_agree/agree","The percentage of combined TELL survey responses of Agree and Strongly Agree in the constructs for questions that address Managing Student Conduct, Community Engagement and Support and School Leadership."
"Learning Environment","Programs","autism","Special education indicator Autism means a developmental disability significantly affecting and nonverbal communication and social interaction, generally evident before age 3 that adversely affects a child’s educational performance. Other characteristics often associated with autism are engagement in repetitive activities and stereotyped movements, resistance to environmental change or change in daily routines, and unusual responses to sensory experiences. The term shall not apply if a child’s educational performance is adversely affected primarily because the child has an emotional-behavior disability."
"Learning Environment","Programs","creative_or_divergent_thinking","Creative or divergent thinking ability, a Gifted and Talented indicator, means possessing either potential or demonstrated ability to perform at an exceptionally high level in creative thinking and divergent approaches to conventional tasks as evidenced by innovative or creative reasoning, advanced insight and imagination, and solving problems in unique ways."
"Learning Environment","Programs","deaf_blind","Special education indicator Deaf-blindness means concomitant hearing and visual impairments that have an adverse effect on the child’s education performance, the combination of which causes severe communication and other developmental and educational needs that cannot be accommodated in special education programs solely for children with deafness or children with blindness, unless supplementary assistance is provided to address educational needs resulting from the two disabilities."
"Learning Environment","Programs","developmentally_delayed","Special education indicator ""Developmental delay"" or ""DD"" means that a child within the ages of three (3) through eight (8) has not acquired skills, or achieved commensurate with recognized performance expectations for his age."
"Learning Environment","Programs","emotional_behavior_disability","Special education indicator ""Emotional-behavioral disability"" or ""EBD"" means that a child, when provided with interventions to meet instructional and social-emotional needs."
"Learning Environment","Programs","english_learners","English Learners (EL) are those students in Kentucky schools whose primary language is other than English. The term 'limited English proficient' has been defined in Title IX of the No Child Left Behind Act under the General Provisions Part A, Section 9101."
"Learning Environment","Programs","functional_mental_disability","Functional mental disability (FMD) is a special education indicator in which: 1. Cognitive functioning is three or more standard deviations below the mean; 2. Adaptive behavior deficits are three or more standard deviations below the mean"
